ID,sources
CP052258.1_3723,HEC-04.faa
CP052265.1_4344,GajA.faa
CP052268.1_1263,GajA.faa
CP052280.1_1515,LmuB.faa
CP052280.1_639,GajA.faa
CP052281.1_142,GajA.faa
CP052286.1_2836,GajA.faa
CP052286.1_3026,GajA.faa
CP052287.1_115,GajA.faa
CP052288.1_86,GajA.faa
CP052309.1_1631,LmuB.faa
CP052309.1_639,GajA.faa
CP052311.1_142,GajA.faa
CP052315.1_265,PrrC.faa
CP052316.1_32,Ppl.faa
CP052320.1_2951,LmuB.faa
CP052326.1_1240,GajA.faa
CP052328.1_4381,GajA.faa
CP052332.1_389,LmuB.faa
CP052332.1_393,GajA.faa
CP052351.1_1218,GajA.faa
CP052351.1_294,LmuB.faa
CP052352.1_10,GajA.faa
CP052365.1_1775,GajA.faa
CP052365.1_1779,LmuB.faa
CP052369.1_192,GajA.faa
CP052372.1_1170,PDC-M01A.faa
CP052372.1_1190,PtuA.faa
CP052375.1_1777,GajA.faa
CP052375.1_1781,LmuB.faa
CP052392.1_1584,LmuB.faa
CP052392.1_662,GajA.faa
CP052393.1_10,GajA.faa
CP052422.1_1450,LmuB.faa
CP052422.1_572,GajA.faa
CP052423.1_181,GajA.faa
CP052427.1_1268,GajA.faa
CP052434.1_1513,LmuB.faa
CP052434.1_642,GajA.faa
CP052451.1_1586,LmuB.faa
CP052451.1_662,GajA.faa
CP052459.1_2,GajA.faa
CP052484.1_1263,GajA.faa
CP052487.1_1285,GajA.faa
CP052487.1_663,HEC-04.faa
CP052490.1_1507,LmuB.faa
CP052490.1_636,GajA.faa
CP052496.1_13,Ppl.faa
CP052503.1_1673,LmuB.faa
CP052503.1_3921,PtuA.faa
CP052505.1_1364,GajA.faa
CP052520.1_1674,LmuB.faa
CP052520.1_3921,PtuA.faa
CP052522.1_1673,LmuB.faa
CP052522.1_3921,PtuA.faa
CP052525.1_22,GajA.faa
CP052526.1_16,GajA.faa
CP052538.1_91,GajA.faa
CP052546.1_1680,GajA.faa
CP052546.1_1684,LmuB.faa
CP052557.1_1242,GajA.faa
CP052560.1_1239,GajA.faa
CP052562.1_4361,GajA.faa
CP052562.1_4362,GajA.faa
CP052565.1_1467,LmuB.faa
CP052565.1_644,GajA.faa
CP052571.1_1330,GajA.faa
CP052571.1_709,HEC-04.faa
CP052573.1_1333,GajA.faa
CP052574.1_1258,GajA.faa
CP052596.1_1250,GajA.faa
CP052608.1_1258,GajA.faa
CP052727.1_1302,GajA.faa
CP052759.1_4374,GajA.faa
CP052766.1_3291,LmuB.faa
CP052769.1_2447,GajA.faa
CP052769.1_5777,PDC-M01A.faa
CP052770.1_2444,GajA.faa
CP052779.1_9,HEC-04.faa
CP052781.1_22,HEC-04.faa
CP052786.1_49,HEC-04.faa
CP052788.1_36,HEC-04.faa
CP052791.1_277,HEC-04.faa
CP052793.1_129,HEC-04.faa
CP052795.1_142,HEC-04.faa
CP052799.1_151,HEC-04.faa
CP052806.1_17,HEC-04.faa
CP052808.1_141,HEC-04.faa
CP052810.1_70,HEC-04.faa
CP052812.1_132,HEC-04.faa
CP052814.1_268,HEC-04.faa
CP052816.1_35,HEC-04.faa
CP052822.1_270,HEC-04.faa
CP052828.1_293,HEC-04.faa
CP052830.1_21,HEC-04.faa
CP052832.1_285,HEC-04.faa
CP052834.1_127,HEC-04.faa
CP052836.1_179,HEC-04.faa
CP052838.1_46,HEC-04.faa
CP052840.1_298,HEC-04.faa
CP052860.1_2079,GajA.faa
CP052861.1_1805,GajA.faa
CP052861.1_2951,AbiL.faa
CP052861.1_2952,AbiL.faa
CP052861.1_3607,PtuA.faa
CP052862.1_1806,GajA.faa
CP052862.1_2953,AbiL.faa
CP052862.1_2954,AbiL.faa
CP052862.1_3609,PtuA.faa
CP052863.1_2455,LmuB.faa
CP052863.1_3336,LmuB.faa
CP052864.1_286,GajA.faa
CP052867.1_2935,PDC-M01A.faa
CP052884.1_1444,HEC-04.faa
CP052884.1_4473,HEC-03.faa
CP052884.1_4474,HEC-03.faa
CP052909.1_1617,PrrC.faa
CP052939.1_330,Ppl.faa
CP052940.1_237,Ppl.faa
CP052955.1_343,Ppl.faa
CP052984.1_258,Ppl.faa
CP053005.1_1628,GajA.faa
CP053012.1_3785,PtuA.faa
CP053012.1_785,LmuB.faa
CP053013.1_1493,PDC-M01A.faa;PtuA.faa
CP053014.1_2561,GajA.faa
CP053014.1_2565,GajA.faa
CP053014.1_2721,PrrC.faa
CP053014.1_3274,PtuA.faa
CP053016.1_1769,LmuB.faa
CP053017.1_105,GajA.faa
CP053021.1_1609,LmuB.faa
CP053025.1_1811,PDC-M01A.faa;PtuA.faa
CP053030.1_3695,LmuB.faa
CP053031.1_3088,LmuB.faa
CP053031.1_3089,LmuB.faa
CP053032.1_1449,LmuB.faa
CP053032.1_303,PtuA.faa
CP053032.1_304,PtuA.faa
CP053042.1_357,LmuB.faa
CP053044.1_2122,LmuB.faa
CP053045.1_2272,LmuB.faa
CP053048.1_96,PtuA.faa
CP053070.1_61,GajA.faa
CP053071.1_1790,HEC-02.faa
CP053071.1_1791,HEC-02.faa
CP053073.1_2693,PtuA.faa
CP053084.1_2537,GajA.faa
CP053086.1_3643,GajA.faa
CP053087.1_1035,PDC-M01A.faa;PtuA.faa
CP053108.1_2218,PDC-M01A.faa;PtuA.faa
CP053109.1_6093,LmuB.faa
CP053210.1_979,GajA.faa
CP053218.1_910,Ppl.faa
CP053223.1_790,LmuB.faa
CP053234.1_941,PtuA.faa
CP053235.1_25,HEC-04.faa
CP053245.1_3,GajA.faa
CP053245.1_4290,PtuA.faa
CP053251.2_1807,PDC-M01A.faa;PtuA.faa
CP053256.1_546,AbiL.faa
CP053256.1_547,AbiL.faa
CP053258.1_2150,PDC-M01A.faa
CP053281.1_1067,GajA.faa
CP053286.1_62,GajA.faa
CP053289.1_4479,PrrC.faa
CP053292.1_1112,PtuA.faa
CP053292.1_1403,PtuA.faa
CP053296.1_2841,PDC-M01A.faa;PtuA.faa
CP053315.1_5014,GajA.faa
CP053315.1_578,GajA.faa
CP053315.1_733,GajA.faa
CP053318.1_259,PtuA.faa
CP053323.1_2948,PtuA.faa
CP053326.1_389,PtuA.faa
CP053332.1_83,PtuA.faa
CP053336.1_1861,PDC-M01A.faa
CP053346.1_4252,PtuA.faa
CP053346.1_66,GajA.faa
CP053348.1_1752,GajA.faa
CP053348.1_2123,PtuA.faa
CP053349.1_2836,GajA.faa
CP053349.1_3200,PtuA.faa
CP053350.1_1997,GajA.faa
CP053350.1_280,AbiL.faa
CP053350.1_281,AbiL.faa
CP053350.1_451,PtuA.faa
CP053357.1_1886,GajA.faa
CP053378.1_3999,HEC-04.faa
CP053378.1_61,PrrC.faa
CP053392.1_547,AbiL.faa
CP053392.1_548,AbiL.faa
CP053394.1_548,AbiL.faa
CP053394.1_549,AbiL.faa
CP053396.1_546,AbiL.faa
CP053396.1_547,AbiL.faa
CP053398.1_1634,PtuA.faa
CP053398.1_1696,PtuA.faa
CP053398.1_1709,PtuA.faa
CP053398.1_4040,GajA.faa
CP053401.1_3184,GajA.faa
CP053404.1_3808,PtuA.faa
CP053404.1_4247,LmuB.faa
CP053406.1_1612,PtuA.faa
CP053408.1_844,PtuA.faa
CP053409.1_1623,GajA.faa
CP053411.1_2757,LmuB.faa
CP053413.1_941,PtuA.faa
CP053413.1_958,GajA.faa
CP053416.1_2240,PrrC.faa
CP053418.1_378,GajA.faa
CP053421.1_480,GajA.faa
CP053421.1_554,GajA.faa
CP053445.1_22,PtuA.faa
CP053452.2_1891,PtuA.faa
CP053452.2_2175,PtuA.faa
CP053482.1_1625,PtuA.faa
CP053482.1_1932,AbiL.faa
CP053482.1_1933,AbiL.faa
CP053482.1_3316,HEC-02.faa
CP053482.1_3317,HEC-02.faa
CP053542.1_102,LmuB.faa
CP053573.1_4160,LmuB.faa
CP053574.1_62,GajA.faa
CP053581.1_3685,PtuA.faa
CP053585.1_2146,PtuA.faa
CP053590.1_3637,LmuB.faa
CP053609.1_1049,GajA.faa
CP053614.1_1711,PtuA.faa
CP053614.1_2096,LmuB.faa
CP053614.1_2592,PtuA.faa
CP053615.1_188,PtuA.faa
CP053616.1_1188,PtuA.faa
CP053649.1_479,PrrC.faa
CP053664.1_2074,Ppl.faa
CP053664.1_664,GajA.faa
CP053665.1_1135,LmuB.faa
CP053676.1_2383,PtuA.faa
CP053676.1_479,AbiL.faa
CP053676.1_480,AbiL.faa
CP053676.1_484,GajA.faa
CP053676.1_76,GajA.faa
CP053676.1_92,LmuB.faa
CP053680.1_206,GajA.faa
CP053681.1_262,PtuA.faa
CP053681.1_2891,PtuA.faa
CP053681.1_3276,LmuB.faa
CP053682.1_1795,PtuA.faa
CP053682.1_2180,LmuB.faa
CP053682.1_2676,PtuA.faa
CP053683.1_2331,PtuA.faa
CP053684.1_1270,PtuA.faa
CP053684.1_3496,GajA.faa
CP053685.1_2974,PtuA.faa
CP053687.1_2666,LmuB.faa
CP053705.1_5909,PrrC.faa
CP053706.1_1412,GajA.faa
CP053706.1_2213,GajA.faa
CP053706.1_5718,LmuB.faa
CP053718.1_2845,PtuA.faa
CP053719.1_1316,LmuB.faa
CP053719.1_2146,PtuA.faa
CP053723.1_1427,AbiL.faa
CP053723.1_1428,AbiL.faa
CP053725.1_36,Ppl.faa
CP053733.1_23,HEC-04.faa
CP053744.1_5,GajA.faa
CP053747.1_3322,GajA.faa
CP053765.1_264,PrrC.faa
CP053768.1_40,Ppl.faa
CP053771.1_3134,PrrC.faa
CP053771.1_4575,GajA.faa
CP053771.1_4579,LmuB.faa
CP053790.1_586,LmuB.faa
CP053800.1_2500,PrrC.faa
CP053807.1_336,PtuA.faa
CP053816.1_1719,PtuA.faa
CP053816.1_908,GajA.faa
CP053822.1_1721,PtuA.faa
CP053822.1_908,GajA.faa
CP053828.1_1675,AbiL.faa
CP053828.1_1676,AbiL.faa
CP053831.1_275,LmuB.faa
CP053832.1_1077,AbiL.faa
CP053832.1_1078,AbiL.faa
CP053832.1_680,PtuA.faa
CP053834.1_55,PtuA.faa
CP053835.1_2012,PtuA.faa
CP053835.1_223,PtuA.faa
CP053836.1_2582,PtuA.faa
CP053838.1_122,LmuB.faa
CP053839.1_280,GajA.faa
CP053840.1_1205,PtuA.faa
CP053840.1_211,PtuA.faa
CP053840.1_2390,GajA.faa
CP053841.1_1444,GajA.faa
CP053851.1_3239,PtuA.faa
CP053852.1_2800,PtuA.faa
CP053875.1_1758,LmuB.faa
CP053894.1_2725,PDC-M01A.faa;PtuA.faa
CP053894.1_3531,GajA.faa
CP053896.1_87,PtuA.faa
CP053898.1_3809,GajA.faa
CP053904.1_4343,PtuA.faa
CP053908.1_70,HEC-02.faa
CP053908.1_71,HEC-02.faa
CP053917.1_275,GajA.faa
CP053920.1_4483,GajA.faa
CP053920.1_4508,LmuB.faa
CP053929.1_5392,AbiL.faa
CP053929.1_5393,AbiL.faa
CP053929.1_970,GajA.faa
CP053934.1_1493,PtuA.faa
CP053947.1_2397,LmuB.faa
CP053947.1_2680,PtuA.faa
CP053955.1_3269,LmuB.faa
CP053965.1_413,LmuB.faa
CP053972.1_2283,LmuB.faa
CP053972.1_3338,GajA.faa
CP054003.1_707,AbiL.faa
CP054003.1_708,AbiL.faa
CP054015.1_1834,GajA.faa
CP054024.1_88,PtuA.faa
CP054028.1_1283,LmuB.faa
CP054031.1_4597,PtuA.faa
CP054032.1_861,GajA.faa
CP054035.1_78,PtuA.faa
CP054043.1_2980,GajA.faa
CP054043.1_3997,GajA.faa
CP054044.1_229,PtuA.faa
CP054052.1_1167,PtuA.faa
CP054058.1_2536,PtuA.faa
CP054058.1_3453,GajA.faa
CP054128.1_2996,GajA.faa
CP054128.1_5438,GajA.faa
CP054135.1_960,PDC-M01A.faa
CP054137.1_808,LmuB.faa
CP054139.1_5038,GajA.faa
CP054140.1_1444,PrrC.faa
CP054140.1_1861,GajA.faa
CP054140.1_309,GajA.faa
CP054140.1_575,AbiL.faa
CP054140.1_576,AbiL.faa
CP054141.1_2797,LmuB.faa
CP054143.1_1758,LmuB.faa
CP054154.1_8,GajA.faa
CP054157.1_236,PtuA.faa
CP054159.1_4058,LmuB.faa
CP054160.3_1292,LmuB.faa
CP054165.1_71,GajA.faa
CP054169.1_639,PrrC.faa
CP054170.1_1723,LmuB.faa
CP054171.1_36,Ppl.faa
CP054177.1_683,GajA.faa
CP054179.1_13,HEC-03.faa
CP054179.1_14,HEC-03.faa
CP054179.1_1702,HEC-04.faa
CP054180.1_1933,PrrC.faa
CP054182.1_319,AbiL.faa
CP054182.1_320,AbiL.faa
CP054183.1_889,GajA.faa
CP054191.1_1402,PtuA.faa
CP054192.1_260,LmuB.faa
CP054198.1_185,HEC-02.faa
CP054198.1_186,HEC-02.faa
CP054198.1_2056,PrrC.faa
CP054198.1_2104,GajA.faa
CP054198.1_2210,HEC-02.faa
CP054198.1_2211,HEC-02.faa
CP054198.1_2212,HEC-02.faa
CP054204.1_1380,AbiL.faa
CP054204.1_1381,AbiL.faa
CP054214.1_1807,PDC-M01A.faa;PtuA.faa
CP054215.1_98,GajA.faa
CP054219.1_4568,LmuB.faa
CP054232.1_2462,PDC-M01A.faa
CP054232.1_4565,LmuB.faa
CP054236.1_1017,PtuA.faa
CP054236.1_42,PtuA.faa
CP054236.1_56,LmuB.faa
CP054248.1_186,LmuB.faa
CP054248.1_189,LmuB.faa
CP054264.1_3775,GajA.faa
CP054270.1_1088,HEC-03.faa
CP054270.1_1089,HEC-03.faa
CP054285.1_2224,LmuB.faa
CP054286.1_20,GajA.faa
CP054289.1_4126,LmuB.faa
CP054290.1_19,GajA.faa
CP054306.1_1803,PtuA.faa
CP054310.1_1715,LmuB.faa
CP054317.1_3669,LmuB.faa
CP054317.1_3670,LmuB.faa
CP054319.1_3490,PDC-M01A.faa;PtuA.faa
CP054321.1_81,GajA.faa
CP054325.1_5297,PDC-M01A.faa;PtuA.faa
CP054335.1_525,PtuA.faa
CP054336.1_153,GajA.faa
CP054345.1_2268,PDC-M01A.faa;PtuA.faa
CP054346.1_7,GajA.faa
CP054353.1_3378,PtuA.faa
CP054368.1_4,LmuB.faa
CP054388.1_1518,PDC-M01A.faa
CP054388.1_752,PtuA.faa
CP054400.1_3824,PtuA.faa
CP054403.1_3824,PtuA.faa
CP054406.1_3822,PtuA.faa
CP054407.1_3676,GajA.faa
CP054410.1_3480,LmuB.faa
CP054414.1_97,GajA.faa
CP054415.1_4014,GajA.faa
CP054449.1_3009,PrrC.faa
CP054457.1_3716,LmuB.faa
CP054458.1_154,GajA.faa
CP054476.1_1829,GajA.faa
CP054493.1_1758,PtuA.faa
CP054510.1_2473,PtuA.faa
CP054511.1_2472,PtuA.faa
CP054512.1_2470,PtuA.faa
CP054513.1_2473,PtuA.faa
CP054514.1_2472,PtuA.faa
CP054515.1_2472,PtuA.faa
CP054516.1_2472,PtuA.faa
CP054517.1_2472,PtuA.faa
CP054518.1_2473,PtuA.faa
CP054555.1_1480,GajA.faa
CP054556.1_4381,PtuA.faa
CP054569.1_4692,PtuA.faa
CP054571.1_3166,GajA.faa
CP054580.1_366,GajA.faa
CP054580.1_5012,GajA.faa
CP054581.1_1079,LmuB.faa
CP054595.1_1098,PtuA.faa
CP054595.1_2023,AbiL.faa
CP054595.1_2024,AbiL.faa
CP054595.1_2377,PtuA.faa
CP054612.1_1017,LmuB.faa
CP054614.1_738,GajA.faa
CP054621.1_488,PDC-M01A.faa
CP054621.1_740,GajA.faa
CP054624.1_1143,GajA.faa
CP054690.1_3417,GajA.faa
CP054690.1_5252,GajA.faa
CP054698.1_2043,PtuA.faa
CP054700.1_1172,GajA.faa
CP054701.1_1018,PtuA.faa
CP054714.1_3645,LmuB.faa
CP054715.1_2207,GajA.faa
CP054715.1_549,HEC-04.faa
CP054720.1_1766,LmuB.faa
CP054721.1_24,GajA.faa
CP054726.1_1766,LmuB.faa
CP054727.1_24,GajA.faa
CP054732.1_1766,LmuB.faa
CP054733.1_24,GajA.faa
CP054738.1_1766,LmuB.faa
CP054739.1_24,GajA.faa
CP054744.1_1766,LmuB.faa
CP054745.1_24,GajA.faa
CP054750.1_1766,LmuB.faa
CP054751.1_24,GajA.faa
CP054756.1_1766,LmuB.faa
CP054757.1_24,GajA.faa
CP054762.1_1767,LmuB.faa
CP054763.1_24,GajA.faa
CP054768.1_1766,LmuB.faa
CP054769.1_24,GajA.faa
CP054774.1_1766,LmuB.faa
CP054775.1_24,GajA.faa
CP054780.1_1766,LmuB.faa
CP054781.1_24,GajA.faa
CP054831.1_1747,GajA.faa
CP054841.1_371,GajA.faa
CP054846.1_2968,GajA.faa
CP054846.1_2969,GajA.faa
CP054864.1_2021,LmuB.faa
CP054865.1_3514,PtuA.faa
CP054865.1_4752,GajA.faa
CP054866.1_1782,PDC-M01A.faa
CP054866.1_3141,PtuA.faa
CP054866.1_4186,PtuA.faa
CP054868.1_3347,GajA.faa
CP054868.1_405,PtuA.faa
CP054868.1_4504,GajA.faa
CP054869.1_2311,PDC-M01A.faa
CP054869.1_2925,PtuA.faa
CP054880.1_2090,LmuB.faa
CP054880.1_3732,GajA.faa
CP054880.1_531,LmuB.faa
CP054897.1_3356,PtuA.faa
CP054897.1_3991,LmuB.faa
CP054908.1_1470,PtuA.faa
CP054912.1_3744,PrrC.faa
CP054916.1_2476,AbiL.faa
CP054916.1_2477,AbiL.faa
CP054916.1_6598,GajA.faa
CP054919.1_4330,PtuA.faa
CP054920.1_7108,LmuB.faa
CP054925.1_2229,LmuB.faa
CP054925.1_9755,GajA.faa
CP054929.1_117,LmuB.faa
CP054938.1_2279,AbiL.faa
CP054938.1_2280,AbiL.faa
CP054938.1_3255,AbiL.faa
CP054938.1_3256,AbiL.faa
CP054942.1_6,Ppl.faa
CP054942.1_74,HEC-04.faa
CP054966.1_89,GajA.faa
CP054972.1_4296,PrrC.faa
CP054974.1_12,GajA.faa
CP054976.1_1,AbiL.faa
CP054976.1_2,AbiL.faa
CP054998.1_21,GajA.faa
CP055057.1_1114,PDC-M01A.faa;PtuA.faa
CP055057.1_2600,Ppl.faa
CP055057.1_4413,PtuA.faa
CP055062.1_111,PrrC.faa
CP055075.1_795,PDC-M01A.faa
CP055076.1_115,GajA.faa
CP055108.1_19,HEC-04.faa
CP055113.1_4363,AbiL.faa
CP055113.1_4364,AbiL.faa
CP055119.1_1090,LmuB.faa
CP055124.1_2509,PDC-M01A.faa
CP055153.1_4249,PtuA.faa
CP055159.1_2463,LmuB.faa
CP055159.1_385,PtuA.faa
CP055161.1_1117,GajA.faa
CP055161.1_1213,LmuB.faa
CP055162.1_1565,LmuB.faa
CP055162.1_641,GajA.faa
CP055163.1_89,LmuB.faa
CP055168.1_29,HEC-04.faa
CP055174.1_1011,GajA.faa
CP055175.1_116,LmuB.faa
CP055180.1_29,HEC-04.faa
CP055224.1_2714,LmuB.faa
CP055224.1_934,PtuA.faa
CP055229.1_325,LmuB.faa
CP055230.1_1615,LmuB.faa
CP055232.1_1674,LmuB.faa
CP055232.1_1684,LmuB.faa
CP055232.1_697,GajA.faa
CP055246.1_32,PDC-M01A.faa;PtuA.faa
CP055251.1_3735,PrrC.faa
CP055255.1_42,HEC-04.faa
CP055262.1_128,HEC-04.faa
CP055265.1_331,PDC-M01A.faa
CP055276.1_3476,GajA.faa
CP055292.1_3030,LmuB.faa
CP055292.1_85,PDC-M01A.faa;PtuA.faa
CP055293.1_4300,GajA.faa
CP055302.1_1041,PrrC.faa
CP055305.1_1119,PrrC.faa
CP055309.1_1518,GajA.faa
CP055309.1_4669,LmuB.faa
CP055311.1_33,GajA.faa
CP055315.1_4452,LmuB.faa
CP055315.1_4454,PDC-M01A.faa;PtuA.faa
CP055315.1_4912,GajA.faa
CP055318.1_5,GajA.faa
CP055331.1_15,GajA.faa
CP055354.1_1134,HEC-04.faa
CP055364.1_1793,PtuA.faa
CP055405.1_30,GajA.faa
CP055412.1_1260,GajA.faa
CP055413.1_196,GajA.faa
CP055421.1_1038,GajA.faa
CP055421.1_1185,GajA.faa
CP055438.1_2652,PDC-M01A.faa
CP055452.1_123,GajA.faa
CP055452.1_84,GajA.faa
CP055469.1_52,GajA.faa
CP055481.1_1340,GajA.faa
CP055481.1_4757,LmuB.faa
CP055510.1_120,GajA.faa
CP055518.1_41,GajA.faa
CP055543.1_1206,GajA.faa
CP055551.1_1181,LmuB.faa
CP055554.1_41,GajA.faa
CP055554.1_81,GajA.faa
CP055582.1_1037,GajA.faa
CP055582.1_1184,GajA.faa
CP055588.1_1037,GajA.faa
CP055588.1_1184,GajA.faa
CP055593.1_2352,PDC-M01A.faa;PtuA.faa
CP055593.1_3869,PtuA.faa
CP055624.1_1186,PDC-M01A.faa;PtuA.faa
CP055633.1_128,GajA.faa
CP055660.1_3850,PDC-M01A.faa;PtuA.faa
CP055675.1_2466,LmuB.faa
CP055675.1_3369,GajA.faa
CP055725.1_7,HEC-04.faa
CP055736.1_3687,GajA.faa
CP055738.1_30,HEC-04.faa
CP055789.1_1,AbiL.faa
CP055789.1_2,AbiL.faa
CP055799.1_1,AbiL.faa
CP055799.1_2,AbiL.faa
CP055806.1_3398,GajA.faa
CP055819.1_100,GajA.faa
CP055850.1_2374,LmuB.faa
CP055860.1_2375,LmuB.faa
CP055872.1_2374,LmuB.faa
CP055883.1_3367,GajA.faa
CP055888.1_218,PtuA.faa
CP055904.1_1063,Ppl.faa
CP055906.1_1852,GajA.faa
CP055906.1_2509,GajA.faa
CP055919.1_35,GajA.faa
CP055923.1_3871,PDC-M01A.faa;PtuA.faa
CP055930.1_1263,GajA.faa
CP055941.1_249,LmuB.faa
CP055959.1_207,Ppl.faa
CP055967.1_3578,GajA.faa
CP055969.1_107,Ppl.faa
CP055971.1_2625,LmuB.faa
CP055971.1_302,PtuA.faa
CP055976.1_2063,PtuA.faa
CP055981.1_2933,GajA.faa
CP055983.1_21,Ppl.faa
CP055985.1_2362,HEC-04.faa
CP055991.1_4826,LmuB.faa
CP055995.1_1280,GajA.faa
CP055996.1_59,GajA.faa
CP056030.1_1186,PtuA.faa
CP056030.1_349,PtuA.faa
CP056032.1_3456,PtuA.faa
CP056032.1_7,PtuA.faa
CP056034.1_2060,PDC-M01A.faa;PtuA.faa
CP056041.1_4533,PtuA.faa
CP056041.1_8850,PtuA.faa
CP056041.1_8865,LmuB.faa
CP056073.1_2879,LmuB.faa
CP056073.1_2882,PtuA.faa
CP056074.1_77,Ppl.faa
CP056089.1_4413,GajA.faa
CP056092.1_6292,GajA.faa
CP056093.1_2203,GajA.faa
CP056093.1_3197,LmuB.faa
CP056096.1_250,GajA.faa
CP056098.1_2235,GajA.faa
CP056100.1_3117,GajA.faa
CP056101.1_2722,LmuB.faa
CP056102.1_846,GajA.faa
CP056117.1_3185,GajA.faa
CP056118.1_1716,GajA.faa
CP056118.1_2522,LmuB.faa
CP056118.1_978,GajA.faa
CP056120.1_1627,PDC-M01A.faa;PtuA.faa
CP056120.1_3120,PtuA.faa
CP056120.1_3532,LmuB.faa
CP056120.1_90,PDC-M01A.faa
CP056122.1_2539,PtuA.faa
CP056126.1_3653,PDC-M01A.faa
CP056129.1_1063,GajA.faa
CP056129.1_632,GajA.faa
CP056137.1_65,GajA.faa
CP056139.1_7,GajA.faa
CP056148.1_3900,GajA.faa
CP056150.1_1300,GajA.faa
CP056165.1_2678,LmuB.faa
CP056168.1_2863,GajA.faa
CP056168.1_304,GajA.faa
CP056168.1_866,PtuA.faa
CP056168.1_948,PtuA.faa
CP056180.1_4027,GajA.faa
CP056181.1_2290,GajA.faa
CP056191.1_2422,PDC-M01A.faa;PtuA.faa
CP056191.1_3851,PtuA.faa
CP056192.1_32,GajA.faa
CP056200.1_4281,GajA.faa
CP056200.1_658,GajA.faa
CP056202.1_57,GajA.faa
CP056210.1_46,GajA.faa
CP056216.1_4267,GajA.faa
CP056219.1_4510,GajA.faa
CP056219.1_899,LmuB.faa
CP056225.1_42,GajA.faa
CP056229.1_811,GajA.faa
CP056232.1_2453,Ppl.faa
CP056235.1_4361,PDC-M01A.faa;PtuA.faa
CP056235.1_4531,LmuB.faa
CP056237.1_924,PDC-M01A.faa;PtuA.faa
CP056238.1_2569,GajA.faa
CP056238.1_4192,PDC-M01A.faa;PtuA.faa
CP056244.1_2542,PDC-M01A.faa
CP056244.1_3510,PtuA.faa
CP056248.1_1740,PDC-M01A.faa;PtuA.faa
CP056251.1_4547,Ppl.faa
CP056256.1_2573,GajA.faa
CP056256.1_4198,PDC-M01A.faa;PtuA.faa
CP056260.1_1136,GajA.faa
CP056267.1_3874,GajA.faa
CP056267.1_852,PtuA.faa
CP056267.1_917,GajA.faa
CP056269.1_2588,GajA.faa
CP056269.1_649,HEC-04.faa
CP056282.1_4858,LmuB.faa
CP056283.1_31,GajA.faa
CP056299.1_1722,PtuA.faa
CP056304.1_1967,LmuB.faa
CP056305.1_117,GajA.faa
CP056308.1_41,GajA.faa
CP056315.1_4736,LmuB.faa
CP056329.1_4328,PtuA.faa
CP056336.1_3810,LmuB.faa
CP056336.1_3819,GajA.faa
CP056350.1_4379,Ppl.faa
CP056356.1_32,HEC-04.faa
CP056361.1_4129,Ppl.faa
CP056361.1_4322,LmuB.faa
CP056361.1_4456,GajA.faa
CP056370.1_42,PtuA.faa
CP056370.1_56,LmuB.faa
CP056372.1_2415,PDC-M01A.faa;PtuA.faa
CP056372.1_770,LmuB.faa
CP056373.1_79,GajA.faa
CP056381.1_4324,LmuB.faa
CP056381.1_4455,GajA.faa
CP056385.1_2924,GajA.faa
CP056385.1_3937,GajA.faa
CP056386.1_31,GajA.faa
CP056392.1_2131,LmuB.faa
CP056395.1_1530,PtuA.faa
CP056396.1_1778,GajA.faa
CP056409.1_3771,LmuB.faa
CP056412.1_1225,GajA.faa
CP056413.1_33,GajA.faa
CP056421.1_2471,GajA.faa
CP056425.1_1289,GajA.faa
CP056425.1_149,PtuA.faa
CP056426.1_70,GajA.faa
CP056432.1_4015,PtuA.faa
CP056432.1_4927,PtuA.faa
CP056456.1_30,GajA.faa
CP056466.1_1036,GajA.faa
CP056466.1_1183,GajA.faa
CP056470.1_4866,LmuB.faa
CP056471.1_112,GajA.faa
CP056473.1_1623,PtuA.faa
CP056473.1_2731,AbiL.faa
CP056473.1_2732,AbiL.faa
CP056473.1_2960,PtuA.faa
CP056481.1_2658,PDC-M01A.faa;PtuA.faa
CP056483.1_1340,GajA.faa
CP056483.1_4757,LmuB.faa
CP056492.1_4865,LmuB.faa
CP056493.1_81,GajA.faa
CP056516.1_79,GajA.faa
CP056524.1_1968,LmuB.faa
CP056525.1_119,GajA.faa
CP056546.1_4281,Ppl.faa
CP056551.1_2873,PtuA.faa
CP056551.1_2886,LmuB.faa
CP056556.1_1589,LmuB.faa
CP056556.1_1603,PtuA.faa
CP056556.1_3356,GajA.faa
CP056556.1_984,GajA.faa
CP056559.1_784,GajA.faa
CP056569.1_1766,PtuA.faa
CP056569.1_1767,PDC-M01A.faa;PtuA.faa
CP056574.1_116,GajA.faa
CP056575.1_146,GajA.faa
CP056578.1_410,LmuB.faa
CP056578.1_4156,GajA.faa
CP056584.1_2916,LmuB.faa
CP056586.1_4139,GajA.faa
CP056587.1_223,GajA.faa
CP056594.1_1953,GajA.faa
CP056595.1_4037,PtuA.faa
CP056595.1_4199,LmuB.faa
CP056597.1_1229,GajA.faa
CP056597.1_2067,PDC-M01A.faa;PtuA.faa
CP056597.1_2513,GajA.faa
CP056597.1_3518,PDC-M01A.faa;PtuA.faa
CP056608.1_2711,PDC-M01A.faa
CP056613.1_2705,PDC-M01A.faa
CP056623.1_158,GajA.faa
CP056623.1_28,Ppl.faa
CP056625.1_4357,GajA.faa
CP056625.1_68,GajA.faa
CP056626.1_12,GajA.faa
